"iteration","standardize","CaseIII","EM","Sample","dustin","interaction.coef"
35,TRUE,0.0733534184123574,0.0735535919477884,0.0528966974992752,0.0888148399402278,0.0623995365443727
36,FALSE,0.046258807905903,0.0462154187124193,-0.00271659895844889,0.0385182934299185,-0.0215053136099771
37,TRUE,0.00218769994049017,0.00230578356891686,0.037468676057275,0.00923747806163322,-0.00430737375902836
38,FALSE,-0.119351453725736,-0.119452149749947,-0.00513684008320792,0.00117292130026558,0.01882667726372
39,TRUE,-0.0100764978322926,-0.00984263773438143,-0.0394013460192687,-0.156159848973011,-0.0455414607010615
40,FALSE,-0.0103693206148392,-0.0102134294671923,0.0470986105377947,-0.257095173240381,-0.0856958934172283
41,TRUE,0.158457636519593,0.158620799853678,0.036122335469837,0.125734952084244,0.031449134951208
42,FALSE,-0.0178947276192694,-0.0179193828693868,-0.036591036710074,0.0312808030175211,0.0149254392593285
43,TRUE,0.0548101662873508,0.0549408412732966,0.017157709112721,0.0206351536285092,0.0289349477310267
44,FALSE,0.0802783661709364,0.0804614921164826,-0.0207112999251838,-0.0412046936998453,-0.0435663372191384
45,TRUE,0.0764631870926544,0.0765854771003669,0.0246259374278917,0.0396801080459039,-0.00894522035822026
46,FALSE,-0.0245495902916318,-0.0245672329810003,0.0248623213864034,0.0658380374491564,0.060362070988225
47,TRUE,0.0134322532599559,0.0136769259655427,-0.00534938005462648,-0.067410704061274,-0.0255727279685683
48,FALSE,0.0442352075576115,0.0442567012911117,0.0130393984575448,0.0532255151724957,0.0291547091497579
49,TRUE,-0.103306822104766,-0.103238047912358,-0.0514410954226138,-0.0378318494131583,-0.00150539905976889
50,FALSE,0.137342359009814,0.137548539102933,0.103541249960398,0.0651322290930543,0.0210478378106148
51,TRUE,0.07480742660652,0.0750679784413653,0.0276311945554241,0.0930129263986106,0.14008857331902
52,FALSE,-0.0393369466009132,-0.0391620427213371,-0.0677023141297523,-0.0634270538770462,-0.00757235315829965
53,TRUE,-0.140866110119155,-0.141055904147459,-0.0496711423554591,-0.0218059589240452,-0.00858511312715962
54,FALSE,0.00535755408405147,0.00533777613116126,0.0523543665034347,-0.0182550499918539,-0.0155484189064272
55,TRUE,-0.0556384256877731,-0.0556540782333,0.0321269577569548,0.0116131027059926,0.00414515655538958
56,FALSE,0.00349163720749368,0.00330288295376013,0.0908649420745191,0.0033761843816329,-0.0213546990848478
57,TRUE,0.0847768188685214,0.0849693334429305,0.075505970338837,-0.0157850978905137,-0.00680101680622174
58,FALSE,-0.0449263987788939,-0.0451634151927444,0.0077096593207352,0.0768587148331188,0.0279328974708103
59,TRUE,-0.0238378113947225,-0.0236219690532791,-0.087721548674923,-0.0307789153558169,0.0289491423308826
60,FALSE,0.0565380531750524,0.0565117149501903,0.0608714461820368,0.0930438267453664,0.0188699372320132
61,TRUE,-0.043493253784307,-0.0436126219615931,-0.059635505141032,-0.0142597650161433,-0.00723804082715423
62,FALSE,-0.0629087566882717,-0.0629426492293341,-0.0530805208031268,0.00928357580456141,0.00571057668545269
63,TRUE,0.0163731367661916,0.0165160883551311,-0.0666353523403281,-0.0111360010011039,0.0326933456181407
64,FALSE,-0.0241780399720637,-0.0240667176445768,-0.0316678454708361,-0.315338462921782,-0.0847685105772619
65,TRUE,-0.0599868408873137,-0.0602240436104428,-0.0412032358050565,0.0571232493818171,0.0521043278969305
66,FALSE,0.0908923113680274,0.0911280273309439,0.0638917230079976,-0.219437543827923,-0.0921999675793936
67,TRUE,0.0775571447377623,0.0777714070202263,0.0154580321965863,0.0122847857780904,-0.0195750140031265
68,FALSE,-0.0684674873477293,-0.0684558246539074,0.0249277902166917,0.0312402176050769,0.0162716221808984
69,TRUE,0.11348012226724,0.113775578593831,0.0327461586689588,0.0724767249548169,0.0500168947283893
70,FALSE,0.00179637209103889,0.00178044512928921,0.109357928052656,0.00699689303846018,0.00393848083708668
71,TRUE,0.0243944747829177,0.0245915168599405,-0.0219665081155571,-0.103153725133557,-0.049256975864266
72,FALSE,0.110206692571751,0.110432448139328,-0.00171481311809973,0.0291428307627137,-0.00532434596146022
73,TRUE,0.123112085988264,0.123216777455441,0.0711650012193669,0.0304313927795423,-0.0381454718594803
74,FALSE,0.0665968768234541,0.0666127940510193,0.0488330266646824,-0.0249067823787893,-0.0346664252679186
75,TRUE,0.0906015942850809,0.0908062444089274,0.0212917024726603,0.035429921126012,0.00664649734230251
76,FALSE,0.0675679505244076,0.0677922868332299,0.0308921766799769,0.0324240641859427,-0.0108513752881585
77,TRUE,-0.0521700780207881,-0.0519858255820446,-0.0034296583644059,-0.00078449061878505,0.054203757375011
78,FALSE,0.00335204138329193,0.0035509319020437,-0.00126023429170929,-0.0115203131202889,-0.0200818592850853
79,TRUE,-0.0674621394176362,-0.0673808865728591,0.0453956218690796,0.0624282538013933,0.0398926328505874
80,FALSE,0.0842348419913914,0.0844845142741024,-0.109165466170131,-0.0156311283558986,0.00379821120601853
81,TRUE,-0.0360892624926716,-0.0360791172504812,-0.0624125187562258,0.0827553527151037,0.0942413974055842
82,FALSE,-0.0259844649666369,-0.0257963899242389,-0.0537333193176258,-0.116583268790628,-0.0138180606424898
83,TRUE,-0.125615015171823,-0.12561369023815,-0.162434134518513,-0.0602832413023371,0.0136062948578872
84,FALSE,0.000127299645818035,0.000262095756868752,-0.0414342067376279,-0.0183713216863883,-0.00645177059943052
85,TRUE,-0.260767513676318,-0.261111835590843,0.00593682612017365,-0.0471805431073011,-0.00561498839368433
86,FALSE,-0.0819975158848387,-0.0819743739916425,-0.056285958492609,-0.163385327142852,-0.0332811924425643
87,TRUE,-0.139548405531195,-0.139544131376177,-0.0136583422685738,-0.077101029848078,-0.0473069018889608
88,FALSE,0.0366351104095648,0.0366355440171053,0.0678694109993665,0.0415271788624579,0.00288633743804832
89,TRUE,0.0301099821091252,0.0302133063471061,0.0228005854931,0.0111281406463501,0.02037603071595
90,FALSE,0.0909289546134363,0.0911904054411444,-0.00886194041937993,0.0249554599443356,-0.00409760860585226
91,TRUE,0.0642705051304199,0.0642748873254053,0.115244919206989,0.0491345493076931,-0.0223571460775614
92,FALSE,0.0796211827709593,0.0795571071849771,0.045439715521266,0.0410141242900748,-0.0203429907177951
93,TRUE,0.0588549601166093,0.0589256451907822,-0.0323855487164183,-0.0135917644351453,-0.041196055225538
94,FALSE,-0.0170536625021986,-0.0168405391473496,-0.0104122157383992,0.0372535607701701,0.0296374435759204
95,TRUE,-0.0126833133822767,-0.0126996027194357,0.0277671777942403,0.0347546494650027,0.0159959010972148
96,FALSE,-0.0574633574634524,-0.0574879589356849,0.0293416227353145,0.116569256011423,0.0635452004105041
97,TRUE,-0.0336513974116298,-0.0333076513332736,-0.0894445196269066,-0.0737088588071251,-0.0118109030561144
98,FALSE,-0.0331755633361391,-0.0332521612717139,0.0392239198221019,0.0104039901430494,0.0101729049653659
99,TRUE,-0.0955025909159962,-0.0954816969119815,-0.00699291486388742,-0.115351937410363,-0.0517663335935728
100,FALSE,0.0101375252071368,0.0102240298528605,-0.0327219678071015,-0.137329312720558,-0.055265672531331
101,TRUE,0.134076443396298,0.134251590907995,0.10808435910246,0.0785623215734244,0.0135745993337551
102,FALSE,0.0783517589138837,0.0786107778039388,-0.00962318628583247,0.00717762275690448,-0.00337583881311234
103,TRUE,0.0168394309787683,0.0169690303765861,-0.0141349092515229,0.0622340448704232,0.0725166439877675
104,FALSE,0.0599366736179684,0.0601383477958402,0.00747616215617597,0.0515880389632498,0.0540801845253165
105,TRUE,-0.0761600903713145,-0.0762487031469914,0.0250189381596897,-0.123986071890296,-0.0743340173829696
106,FALSE,0.114091432134056,0.114248263416886,0.0575681260407872,0.0385563761105705,-0.0198709090822576
107,TRUE,0.0380755384653972,0.0380582481731685,0.0404085599113659,0.0183660608277044,-0.0321052966929482
108,FALSE,0.0525806439412728,0.0526385829682007,0.0342133655028001,0.0564815776040404,0.0131283505382922
109,TRUE,-0.172294623331804,-0.1725266175817,-0.104365425917548,-0.0202688028682024,0.00105259289609634
110,FALSE,-0.115893703744468,-0.115858020671419,-0.109284732323829,-0.132396316811063,-0.0463346329375238
111,TRUE,0.0537427444988878,0.0538714372832566,0.0654776010666831,0.0120100572006469,-0.0157768618459958
112,FALSE,0.0696765640698124,0.0697791124217653,0.0416114814188608,0.0592075638571561,0.0545016696480269
113,TRUE,0.0363412084358383,0.0365712895321549,-0.0900365718254871,-0.0629227314542506,-0.0304891134862506
114,FALSE,0.0484762640293496,0.0486956862712671,0.0938861166106185,0.0441341486848742,-0.00477670448610506
115,TRUE,-0.0125649567071454,-0.0125274651169954,0.0370324995141785,0.0167509421884738,-0.0180314664243836
116,FALSE,0.00697275275614051,0.00702251872010839,0.0345941592019813,0.00949602739971744,-0.0175477972700153
117,TRUE,0.00869382678806618,0.00880052273874488,0.0156461108063519,-0.0221863293647714,-0.00677580440944799
118,FALSE,0.0709954928110031,0.0711891014788112,0.0350035029772878,-0.0142548380065569,0.00910907274269198
119,TRUE,0.0258551693261253,0.0258692164447892,-0.0943888408664249,0.0875714451104957,0.0645926682242313
120,FALSE,-0.0384737012554901,-0.0384697203402772,-0.0203557689509642,-0.148846107835051,-0.0636369628289456
121,TRUE,-0.0225716633740346,-0.0226041128269269,-0.0123580835860466,0.0446029606574656,0.0285063314388064
122,FALSE,0.00218765166609325,0.00215183925171758,0.0451437017185072,0.0155921687325784,-0.0296003431071877
123,TRUE,0.101403340096322,0.101734794344443,0.010471471394378,0.0749506277375998,0.0484537051849558
124,FALSE,0.0228969497523946,0.0229229692949305,0.00283375362376492,-0.0787524784932701,-0.0399543613487869
125,TRUE,-0.201056710326032,-0.201091013485822,-0.00876358189603221,-0.0703457752242875,-0.000166444177254237
126,FALSE,0.0796252628270845,0.0797386314108396,0.0366776513788993,-0.0102348214627053,-0.0250319770680281
127,TRUE,-0.0028959869141526,-0.00276090410080931,-0.203108030183738,-0.0220847257921072,-0.000411045021473062
128,FALSE,0.155741641125742,0.15585820082582,0.0952280720030146,0.0931454801568979,0.0243321624473341
129,TRUE,-0.0836631543873472,-0.0836884560330269,-0.121490211879482,-0.149506839634842,-0.0673816144476211
130,FALSE,-0.0356523333894754,-0.0355439011738508,-0.0320406939424677,-0.0527791274231981,0.0208665900270778
131,TRUE,-0.11357776509176,-0.113738452274155,-0.0745398782531933,0.0179511385905341,0.0202200454709715
132,FALSE,0.0607895125349989,0.060677097658012,0.0241494294838153,0.0403161092653135,0.00235208965956787
133,TRUE,0.0467089563417781,0.0468033642822518,-0.0706695272977601,-0.0210700030820885,0.00257527579936432
134,FALSE,0.0488609732630677,0.048987657231284,-0.0142153898133818,0.0630326356194779,0.0316636136573426
135,TRUE,-0.0159491702428284,-0.0158332548402925,0.0304768167160493,-0.0313851544069341,-0.0181220785057368
136,FALSE,0.0621587115022614,0.0622151840429301,0.0665416122325114,0.0819315149696029,0.037459256796482
137,TRUE,0.0334766777337803,0.0335546894644413,0.00448464742467702,0.0170598674432528,0.0162880249197632
138,FALSE,0.130503306788922,0.130788161743627,0.108801657593106,0.100160780805359,0.0127727663427951
139,TRUE,0.133338322449543,0.133632500009036,-0.0103147189963606,0.094509585146559,0.0539665638065599
140,FALSE,-0.00960223180841746,-0.00954739227679935,-0.0698753858020689,0.0352336481240523,0.0171616387746363
141,TRUE,-0.0622701280565986,-0.0621630137750393,-0.0273339150195158,0.0284374888742923,0.00983700872026415
142,FALSE,-0.0137834644230459,-0.0137360417565291,-0.0125696036745094,-0.0869518241610377,-0.0471478799200727
143,TRUE,0.0500067521872594,0.0502194173473373,-0.0175676171492123,0.0229837233068604,0.0234330886957264
144,FALSE,0.0750931778476689,0.0753374395352112,0.0230576973751939,-0.0652492499156945,-0.0364179870277985
145,TRUE,0.0885234063546703,0.088713860111362,-0.0161319389592165,0.114125354734191,0.0451799048958111
146,FALSE,0.0886265698618851,0.0887572506967912,0.0182426642008423,0.0900890789807333,0.031213798707944
147,TRUE,0.0145380452463839,0.014448791533343,0.0655407681361223,0.00771345304277993,0.00667910162995591
148,FALSE,-0.0104434396197965,-0.0103430276858305,0.00296953583462778,-0.000436043000487385,-0.0200779770263093
149,TRUE,-0.00422407567751526,-0.00405741538330373,0.0355012979057164,0.0646100869141834,0.0707254512007942
150,FALSE,0.113690880282524,0.114019969180287,-0.0675265021229799,0.0469603565550083,0.0579051277487317
151,TRUE,-0.0924978334121009,-0.0925837682185071,-0.0144314152598298,-0.0620970360864426,-0.0302360741872372
152,FALSE,0.111744776906231,0.111953847471822,0.0292202361565504,0.0504594946439708,0.0119528427172643
153,TRUE,-0.0636300886071801,-0.0636585657740901,-0.132078823021031,0.0270200454612749,0.00640389392689144
154,FALSE,-0.0235791580124213,-0.0232656464671601,-0.0852987543150554,-0.121617717189861,-0.0393337725062451
155,TRUE,0.0077463924286052,0.00776953157958915,0.0352996376352008,0.00161986890218757,-0.00559226980721625
156,FALSE,0.0644956654554678,0.0647684629264872,0.011785080493573,-0.0626223188549897,-3.80708140100688e-05
157,TRUE,0.131860094066257,0.131972681844831,0.0879627440831544,0.0930550236594936,0.0332929461568639
158,FALSE,-0.0720348217974091,-0.0721390281798544,-0.00628547004009694,-0.113983302989574,-0.0300297032653303
159,TRUE,0.00866692920522849,0.00864950316298385,-0.0766806971273467,0.0537382432133965,0.0231300200949706
160,FALSE,0.00979001325288487,0.0098309739487108,0.0516806073131727,0.0395130531239194,0.0106686869814026
161,TRUE,0.0271537343889301,0.0274244262400488,0.0890687818034059,-0.116972068906168,-0.0524494222228045
162,FALSE,0.0268305868566734,0.0267210242337791,0.0252648013453369,0.0248067753360172,-0.00788190704366144
163,TRUE,-0.0325426550123321,-0.0324713831185401,-0.053260771426038,0.00419448993701022,0.0128744192470181
164,FALSE,0.0893602870695135,0.0895826459278656,0.0687712355261932,-0.0550432652247999,-0.025890204813365
165,TRUE,0.0654340910724609,0.0654945558358231,0.0718887637388053,0.0165650046277603,0.00426346039067338
166,FALSE,-0.137413448080581,-0.13744675570689,-0.0695886136454578,-0.03386282415391,0.0274487599416929
167,TRUE,-0.0753293307389256,-0.0753076107579513,-0.121643202244103,-0.0591124042174234,0.0013574155950617
168,FALSE,-0.0104952714587033,-0.0103000308589853,-0.0838704121478281,-0.075814320107757,-0.0166976667519928
169,TRUE,0.0230522253358478,0.0230407630449998,-0.114363670083195,-0.0245722140286736,-0.010749073001275
170,FALSE,-0.0717176299167627,-0.0716185784626503,0.00372902035837486,-0.0661401726600108,-0.0207651015206654
171,TRUE,0.0737636244438151,0.0739160525852388,0.0621504183069671,-0.00473219619581033,-0.0146600157927353
172,FALSE,-0.0210772727442214,-0.0209815997380014,-0.072999818875027,-0.105542683274843,-0.0411588327105354
173,TRUE,-0.0479674427571957,-0.0479663195925332,-0.00865665580051955,-0.125690865785765,-0.0601002073983441
174,FALSE,0.0197572391364378,0.0197662289918411,0.0540156219554814,0.0471097228746666,0.0063703618082268
175,TRUE,-0.0734341187252717,-0.0732133115921173,0.00653125028657919,-0.125253531168372,-0.018158636664182
176,FALSE,0.074930711712903,0.0751648296895758,0.0143759670627278,0.0176464616967281,0.0378350467745294
177,TRUE,-0.0527582645702939,-0.0527937786613475,0.021152419220752,0.0129399519570651,0.0219337399369593
178,FALSE,0.0876174642093001,0.0878090177769221,-0.0502093370053573,0.0770835132715761,0.0410535197907596
179,TRUE,0.00370582359423555,0.00374586045189429,-0.0381525686753179,0.0415644392640471,0.0407646565350857
180,FALSE,0.107513009254512,0.107712722146221,-0.0526085635284755,0.0441168287164307,-0.0146288007682414
181,TRUE,-0.115089308230754,-0.115324988735446,-0.000339291798345021,-0.101069752932171,-0.0144485170868242
182,FALSE,-0.0595237902851312,-0.0594425893169553,-0.0401364275042493,-0.0136440016997993,0.0223892814002332
183,TRUE,-0.0337338950319654,-0.0337398330405516,-0.000638702217613196,0.0311563787827447,0.0396878114078892
184,FALSE,-0.0332406915495983,-0.033191112421378,0.0384443385596265,-0.00376113260983879,0.0347072155093587
185,TRUE,0.00620779934526372,0.00617411029431458,-0.0131860918824395,0.0729901065178211,0.0885106587377936
186,FALSE,0.0545066999001748,0.0547417545301319,0.0198082257485545,0.0423335662175536,0.03380761565784
187,TRUE,0.0429036800019766,0.0430281984551382,-0.0312792429794614,0.0480090726266552,-0.00704666370142696
188,FALSE,-0.141857539529897,-0.141973906941981,-0.0182031777225646,-0.0886400431175132,-0.0256577044476598
189,TRUE,0.111047695113425,0.111185976157617,-0.017491181728979,0.129188838310871,0.0933555795285501
190,FALSE,-0.0626560949656296,-0.0626896491558211,0.0123426565105766,0.0329791216563589,0.0285506915448936
191,TRUE,-0.0594537572897782,-0.0594645522228318,-0.153872152747798,-0.0450783496070885,-0.0222852951299768
192,FALSE,-0.0272527212694362,-0.0272072484388706,-0.0427835328702723,-0.000928620498867105,-0.0264966769357749
193,TRUE,-0.0356732285544215,-0.0356708287754123,-0.0173647508907159,-0.172154007895808,-0.0635612372625376
194,FALSE,-0.00152149488801945,-0.00139257288070704,-0.0322561324371571,0.00654294299512204,0.0467806326987335
195,TRUE,-0.0351870527033604,-0.0352437457485285,-0.00803372936234303,0.0277179829005465,0.0392452898579945
196,FALSE,-0.126413730466072,-0.126466815292736,-0.0608858529978582,-0.024430776165129,0.0102928237677999
197,TRUE,0.0232794025206536,0.0232838006145687,0.00534255968208697,0.0312108758778885,-0.00458184248866108
198,FALSE,-0.125830480470137,-0.125858169939873,-0.0533430417714061,-0.16957240326188,-0.0501531234732684
199,TRUE,-0.0199218867470938,-0.0200025202678994,-0.0272235432398813,0.0508243334203534,0.036493145448426
200,FALSE,0.0647356049724573,0.0649159728056217,0.0676648629158685,-0.0477145873455364,-0.0418126875501065
201,TRUE,-0.0699818468177292,-0.0700574500193604,0.0533854251735161,0.0204413221834874,0.0542366032336691
202,FALSE,0.112033518658753,0.112243773186065,0.00130777400709448,-0.0193868562533398,-0.0373998449435623
203,TRUE,-0.0526455120843915,-0.0523952224560349,-0.0235442792254367,-0.0195882172141582,0.00732695415661756
204,FALSE,-0.0425618591681554,-0.0425941951796486,-0.00821442265980354,-0.060269368607842,-0.0203736879649957
205,TRUE,-0.0101175468278107,-0.0100240393355611,-0.0458014794876108,0.0543315261603686,0.0377822627962454
206,FALSE,0.0442658039360477,0.0443858370543538,0.0142151464245591,0.0341535663958668,0.0322428440178599
207,TRUE,0.00850130453056397,0.00854281927626976,0.0285457379031835,0.0108873615720855,0.0119726139984595
208,FALSE,0.0885868948070224,0.0886955517853021,-0.0143461754990486,0.0476874605061661,0.00509414446298948
209,TRUE,0.0898945565298717,0.0899339381492488,0.122383329726381,0.0446663802232107,0.010013826568436
210,FALSE,-0.0243274784711279,-0.0240803700165302,-0.0229778569427198,-0.0266208689223506,-0.000631582891376066
211,TRUE,0.0183569003973468,0.0186298531864991,0.0159112811509868,0.0167230007527612,0.0252603159678159
212,FALSE,0.0589866169530184,0.0591366700820316,0.0286193244621907,0.0478358169903517,-0.00574817127972768
213,TRUE,-0.0267015472583572,-0.0264920234275883,-0.129449277639343,-0.0556608651290997,-0.00420036439758031
214,FALSE,0.00677432087970997,0.0070381156560031,-0.0306526117628679,-0.214519835482943,-0.0624550669448895
215,TRUE,-0.0296546120192623,-0.0295615137913426,-0.150032704883819,-0.0173435388422951,0.0161222648499935
216,FALSE,-0.0521599236607271,-0.0520379597155201,-0.0222969713700495,0.00931833785395275,0.0549885684528147
217,TRUE,0.112032036233838,0.112108826657832,0.0395838318396182,0.0565242394423208,0.0151195227231867
218,FALSE,0.0309490291860973,0.030989314687306,-0.0204720938150732,0.0383965516775694,0.0360125445176455
219,TRUE,-0.0248644917746242,-0.0248602189977791,-0.128616698098496,0.0728672734124116,0.0371153573215483
220,FALSE,0.0524124253067769,0.0524663073050066,0.0244914102733726,0.0572999912519747,0.0174774765970815
221,TRUE,-0.0111369288206692,-0.0110260774059963,0.0450663272011617,-0.0686841640693436,-0.0364791373049152
222,FALSE,0.0476575584849168,0.0478456871409452,-0.0429545227397354,-0.0331472679658932,-0.0197748958590044
223,TRUE,-0.0488483660138996,-0.0488341722507737,-0.0658245481486563,-0.081013177277018,-0.021431322364616
224,FALSE,0.0614239401638388,0.0614430027572257,-0.0140611865181438,0.0670038993250089,-0.00212974829046219
225,TRUE,0.107013228104666,0.107220114644941,0.041695046484421,0.0391956275910248,0.0206093917657975
226,FALSE,-0.0549646150698417,-0.054950097157451,-0.0427979355331692,0.0422313212165918,0.0371272050763675
227,TRUE,0.13617983233817,0.136349003647222,0.117804880564986,0.128724941396572,0.0215727688261477
228,FALSE,0.0167880103684945,0.0166488765577005,0.0823667077227427,0.0436470650867479,0.00583718724345575
229,TRUE,-0.115258637603497,-0.115220906769939,-0.117584493151676,-0.0897741876002117,-0.00653663256446167
230,FALSE,0.0382578887682613,0.0383560774933887,0.0204262249234319,-0.0240103406404834,-0.0199731866376223
231,TRUE,-0.0755582894910085,-0.0754534257232433,0.0242658735047908,-0.150898631302586,-0.0391099061878212
232,FALSE,0.053432927454808,0.0534696293943434,0.0764395888475426,0.0789043972833983,0.0226012031683102
233,TRUE,0.0640255032880089,0.0639590788364406,0.0840179403830947,0.0407042443060137,-0.00273173946495967
234,FALSE,-0.0821195611362454,-0.0821500307478505,-0.0275437214147823,-0.0971419837820212,-0.0237642185818898
235,TRUE,0.0401057015400622,0.0401787657351949,0.0130381616038512,0.030570607420307,0.00728900657552446
236,FALSE,0.0371423947826063,0.0372624635017156,-0.00344197189167905,-0.0450994092414903,-0.0151834160783697
237,TRUE,-0.00502939582879292,-0.00488762189003078,-0.0023475228747436,-0.0424536792263223,-0.00531215811052672
238,FALSE,-0.0659583992142777,-0.0658150440686005,-0.0651404675834415,-0.178954718683025,-0.0403798590240751
239,TRUE,-0.128765932362443,-0.128950663340711,0.0333228277588085,0.00900476116210891,0.0795847173056934
240,FALSE,0.1324144078243,0.132688452544969,0.0327645532544228,0.0187499428795058,-0.0228597320788953
241,TRUE,0.0242724339339185,0.0243565997970843,-0.0407640673889599,0.0900700878257881,0.0992463114914859
242,FALSE,-0.12296785778283,-0.12328023903547,-0.00435531915887366,0.0532770245866114,0.0331114152746588
243,TRUE,-0.132188202268038,-0.132186078158412,-0.18645443941525,-0.0638294268355745,0.0172907618676643
244,FALSE,0.0981978200140652,0.0984226879783769,0.0207306818698382,-0.0109028228349454,-0.0207097060464453
245,TRUE,-0.0976801997783666,-0.0977228833803406,0.0127693010408483,0.0189439683392164,0.000457924941962871
246,FALSE,-0.126939469301216,-0.127035364181853,0.017295264876996,-0.0503685135764563,-0.0126728636199264
247,TRUE,0.0124280470788158,0.0124914373110769,0.0484327949517019,0.038480234959106,0.00451282315426593
248,FALSE,0.0240648179856991,0.0240008128543231,0.127155579367729,0.014798155246693,-0.0150648632744499
249,TRUE,0.111319231564676,0.111447756896594,-0.022789274534305,0.0518747773692491,0.0263028099769873
250,FALSE,0.00499143135325841,0.00503228565823133,0.0420309155312728,0.0531106721622543,0.0567407938868808
251,TRUE,0.0580209900973847,0.0583525501067499,0.0211096072183419,0.0262584022847867,0.0578567901896297
252,FALSE,0.117862405065986,0.118111690059438,-0.0444662492566733,-0.00745564987662239,-0.0166136964965381
253,TRUE,0.0710455214404677,0.0712425582945017,-0.00571050972387077,-0.0454623752975906,-0.025088530992584
254,FALSE,0.0348476093489732,0.0352280493070219,-0.0279222920580192,-0.026061060341198,-0.0110654359422802
255,TRUE,-0.0487726733485876,-0.0489666667247516,0.0571076976361171,0.0521069105480837,-0.000947288242331463
256,FALSE,0.0164984818849351,0.0167155637164337,0.00425052208684984,0.0172162044220721,0.167009836196655
257,TRUE,0.0340167199009236,0.0341187989199632,-0.0879727475103398,-0.0796070012707737,-0.048587323650548
258,FALSE,-0.00287891660013995,-0.00281150815576858,0.0736133352132321,-0.0196120105605759,-0.00856492234334622
259,TRUE,0.0756128870644213,0.0757997828134722,-0.0364423478881419,0.0117313710568627,0.000576416177904715
260,FALSE,0.0913409625601105,0.0916055191958758,0.0463015651580556,-0.0459134167956037,-0.0505283754835675
